host_genus_species	host_genus	host_sp	host_subsp	host_status_2021	host_order	host_fam	host_continent	zoo_loc2	same_continent	v_class	v_fam	v_sp	v_strain	seroprevalence	sample_size	sample_size_class	positive_sample	host_pop	collection_year_range	collection_firstyear	collection_lastyear	paper_ID	pub_year	paper_per_year	reviewer
Mandrillus sphinx	Mandrillus	sphinx		VU	Primates	Cercopithecidae	Africa	Europe	no	IV	Caliciviridae	hepatitis e virus		0	7	<=10	0	captive	2002-2018	2002	2018	Caballero Gomez et al, 2019	2019	1	PVL
Miopithecus ogouensis	Miopithecus	ogouensis		NT	Primates	Cercopithecidae	Africa	Europe	no	IV	Caliciviridae	hepatitis e virus		0	16	<=50	0	captive	2002-2018	2002	2018	Caballero Gomez et al, 2019	2019	1	PVL
Nomascus gabriellae	Nomascus	gabriellae		EN	Primates	Hylobatidae	Asia	Europe	no	IV	Caliciviridae	hepatitis e virus		0	3	<=5	0	captive	2002-2018	2002	2018	Caballero Gomez et al, 2019	2019	1	PVL
Nycticebus pygmaeus	Nycticebus	pygmaeus		EN	Primates	Lorisidae	Asia	Europe	no	IV	Caliciviridae	hepatitis e virus		0	2	<=5	0	captive	2002-2018	2002	2018	Caballero Gomez et al, 2019	2019	1	PVL
Pan troglodytes	Pan	troglodytes		EN	Primates	Hominidae	Africa	Europe	no	IV	Caliciviridae	hepatitis e virus		12.5	8	<=10	1	captive	2002-2018	2002	2018	Caballero Gomez et al, 2019	2019	1	PVL
Pan troglodytes	Pan	troglodytes		EN	Primates	Hominidae	Africa	Europe	no	IV	Caliciviridae	hepatitis e virus		17.6	17	<=50	3	captive	2002-2018	2002	2018	Caballero Gomez et al, 2019	2019	1	PVL
Papio anubis	Papio	anubis		LC	Primates	Cercopithecidae	Africa	Europe	no	IV	Caliciviridae	hepatitis e virus		0	8	<=10	0	captive	2002-2018	2002	2018	Caballero Gomez et al, 2019	2019	1	PVL
Papio cynocephalus	Papio	cynocephalus		LC	Primates	Cercopithecidae	Africa	Europe	no	IV	Caliciviridae	hepatitis e virus		0	1	<=5	0	captive	2002-2018	2002	2018	Caballero Gomez et al, 2019	2019	1	PVL
Papio hamadryas	Papio	hamadryas		LC	Primates	Cercopithecidae	Africa	Europe	no	IV	Caliciviridae	hepatitis e virus		0	2	<=5	0	captive	2002-2018	2002	2018	Caballero Gomez et al, 2019	2019	1	PVL
Pongo pygmaeus	Pongo	pygmaeus		CR	Primates	Hominidae	Asia	Europe	no	IV	Caliciviridae	hepatitis e virus		0	11	<=50	0	captive	2002-2018	2002	2018	Caballero Gomez et al, 2019	2019	1	PVL
Saguinus midas	Saguinus	midas		LC	Primates	Callitrichidae	"North America; South America"	Europe	no	IV	Caliciviridae	hepatitis e virus		0	1	<=5	0	captive	2002-2018	2002	2018	Caballero Gomez et al, 2019	2019	1	PVL
Sapajus apella	Sapajus	apella		LC	Primates	Cebidae	South America	Europe	no	IV	Caliciviridae	hepatitis e virus		50	2	<=5	1	captive	2002-2018	2002	2018	Caballero Gomez et al, 2019	2019	1	PVL
Varecia rubra	Varecia	rubra		CR	Primates	Lemuridae	Africa	Europe	no	IV	Caliciviridae	hepatitis e virus		0	2	<=5	0	captive	2002-2018	2002	2018	Caballero Gomez et al, 2019	2019	1	PVL
Varecia variegata	Varecia	variegata		CR	Primates	Lemuridae	Africa	Europe	no	IV	Caliciviridae	hepatitis e virus		14.3	7	<=10	1	captive	2002-2018	2002	2018	Caballero Gomez et al, 2019	2019	1	PVL
Ailuropoda melanoleuca	Ailuropoda	melanoleuca		VU	Carnivora	Ursidae	Asia	Europe	no	IV	Flaviviridae	flaviviruses		100	2	<=5	2	captive	2002-2019	2002	2019	Caballero Gomez et al, 2020 a	2020	1	PVL
Ailurus fulgens fulgens	Ailurus	fulgens	fulgens	EN	Carnivora	Ailuridae	Asia	Europe	no	IV	Flaviviridae	flaviviruses		0	1	<=5	0	captive	2002-2019	2002	2019	Caballero Gomez et al, 2020 a	2020	1	PVL
Aonyx cinereus	Aonyx	cinereus		VU	Carnivora	Mustelidae	Asia	Europe	no	IV	Flaviviridae	flaviviruses		0	3	<=5	0	captive	2002-2019	2002	2019	Caballero Gomez et al, 2020 a	2020	1	PVL
Arctictis binturong	Arctictis	binturong		VU	Carnivora	Viverridae	Asia	Europe	no	IV	Flaviviridae	flaviviruses		0	2	<=5	0	captive	2002-2019	2002	2019	Caballero Gomez et al, 2020 a	2020	1	PVL
Babyrousa babyrussa	Babyrousa	babyrussa		VU	Cetartiodactyla	Suidae	Asia	Europe	no	IV	Flaviviridae	flaviviruses		0	1	<=5	0	captive	2002-2019	2002	2019	Caballero Gomez et al, 2020 a	2020	1	PVL
Callithrix jacchus	Callithrix	jacchus		LC	Primates	Callitrichidae	South America	Europe	no	IV	Flaviviridae	flaviviruses		0	5	<=5	0	captive	2002-2019	2002	2019	Caballero Gomez et al, 2020 a	2020	1	PVL
Camelus dromedarius	Camelus	dromedarius		LC	Cetartiodactyla	Camelidae	"Africa; Asia"	Europe	no	IV	Flaviviridae	flaviviruses		0	5	<=5	0	captive	2002-2019	2002	2019	Caballero Gomez et al, 2020 a	2020	1	PVL
Canis lupus signatus	Canis	lupus	signatus	EN	Carnivora	Canidae	Europe	Europe	yes	IV	Flaviviridae	flaviviruses		0	19	<=50	0	captive	2002-2019	2002	2019	Caballero Gomez et al, 2020 a	2020	1	PVL
Ceratotherium simum	Ceratotherium	simum		NT	Perissodactyla	Rhinocerotidae	Africa	Europe	no	IV	Flaviviridae	flaviviruses		40	5	<=5	2	captive	2002-2019	2002	2019	Caballero Gomez et al, 2020 a	2020	1	PVL
Cercocebus atys	Cercocebus	atys		VU	Primates	Cercopithecidae	Africa	Europe	no	IV	Flaviviridae	flaviviruses		0	4	<=5	0	captive	2002-2019	2002	2019	Caballero Gomez et al, 2020 a	2020	1	PVL
Cercopithecus hamlyni	Cercopithecus	hamlyni		VU	Primates	Cercopithecidae	Africa	Europe	no	IV	Flaviviridae	flaviviruses		0	2	<=5	0	captive	2002-2019	2002	2019	Caballero Gomez et al, 2020 a	2020	1	PVL
Cercopithecus mona	Cercopithecus	mona		NT	Primates	Cercopithecidae	Africa	Europe	no	IV	Flaviviridae	flaviviruses		0	2	<=5	0	captive	2002-2019	2002	2019	Caballero Gomez et al, 2020 a	2020	1	PVL
Cercopithecus neglectus	Cercopithecus	neglectus		LC	Primates	Cercopithecidae	Africa	Europe	no	IV	Flaviviridae	flaviviruses		0	10	<=10	0	captive	2002-2019	2002	2019	Caballero Gomez et al, 2020 a	2020	1	PVL
Colobus guereza kikuyuensis	Colobus	guereza	kikuyuensis	LC	Primates	Cercopithecidae	Africa	Europe	no	IV	Flaviviridae	flaviviruses		0	10	<=10	0	captive	2002-2019	2002	2019	Caballero Gomez et al, 2020 a	2020	1	PVL
Crocuta crocuta	Crocuta	crocuta		LC	Carnivora	Hyaenidae	Africa	Europe	no	IV	Flaviviridae	flaviviruses		0	6	<=10	0	captive	2002-2019	2002	2019	Caballero Gomez et al, 2020 a	2020	1	PVL
Cryptoprocta ferox	Cryptoprocta	ferox		VU	Carnivora	Eupleridae	Africa	Europe	no	IV	Flaviviridae	flaviviruses		0	2	<=5	0	captive	2002-2019	2002	2019	Caballero Gomez et al, 2020 a	2020	1	PVL
Cuon alpinus	Cuon	alpinus		EN	Carnivora	Canidae	Asia	Europe	no	IV	Flaviviridae	flaviviruses		0	3	<=5	0	captive	2002-2019	2002	2019	Caballero Gomez et al, 2020 a	2020	1	PVL
Dasypus novemcinctus	Dasypus	novemcinctus		LC	Cingulata	Dasypodidae	"North America; South America"	Europe	no	IV	Flaviviridae	flaviviruses		0	2	<=5	0	captive	2002-2019	2002	2019	Caballero Gomez et al, 2020 a	2020	1	PVL
Dolichotis patagonum	Dolichotis	patagonum		NT	Rodentia	Caviidae	South America	Europe	no	IV	Flaviviridae	flaviviruses		0	7	<=10	0	captive	2002-2019	2002	2019	Caballero Gomez et al, 2020 a	2020	1	PVL
Elephas maximus	Elephas	maximus		EN	Proboscidea	Elephantidae	Asia	Europe	no	IV	Flaviviridae	flaviviruses		0	1	<=5	0	captive	2002-2019	2002	2019	Caballero Gomez et al, 2020 a	2020	1	PVL
Equus africanus asinus	Equus	africanus	asinus	CR	Perissodactyla	Equidae	Africa	Europe	no	IV	Flaviviridae	flaviviruses		0	2	<=5	0	domestic	2002-2019	2002	2019	Caballero Gomez et al, 2020 a	2020	1	PVL
Equus quagga	Equus	quagga		NT	Perissodactyla	Equidae	Africa	Europe	no	IV	Flaviviridae	flaviviruses		33.3	3	<=5	1	captive	2002-2019	2002	2019	Caballero Gomez et al, 2020 a	2020	1	PVL
Equus quagga boehmi	Equus	quagga	boehmi	NT	Perissodactyla	Equidae	Africa	Europe	no	IV	Flaviviridae	flaviviruses		0	5	<=5	0	captive	2002-2019	2002	2019	Caballero Gomez et al, 2020 a	2020	1	PVL
Erythrocebus patas	Erythrocebus	patas		NT	Primates	Cercopithecidae	Africa	Europe	no	IV	Flaviviridae	flaviviruses		0	2	<=5	0	captive	2002-2019	2002	2019	Caballero Gomez et al, 2020 a	2020	1	PVL
Eulemur fulvus	Eulemur	fulvus		VU	Primates	Lemuridae	Africa	Europe	no	IV	Flaviviridae	flaviviruses		0	2	<=5	0	captive	2002-2019	2002	2019	Caballero Gomez et al, 2020 a	2020	1	PVL
Eulemur fulvus albifrons	Eulemur	fulvus	albifrons	VU	Primates	Lemuridae	Africa	Europe	no	IV	Flaviviridae	flaviviruses		0	1	<=5	0	captive	2002-2019	2002	2019	Caballero Gomez et al, 2020 a	2020	1	PVL
Eulemur macaco	Eulemur	macaco		EN	Primates	Lemuridae	Africa	Europe	no	IV	Flaviviridae	flaviviruses		0	4	<=5	0	captive	2002-2019	2002	2019	Caballero Gomez et al, 2020 a	2020	1	PVL
Eulemur mongoz	Eulemur	mongoz		CR	Primates	Lemuridae	Africa	Europe	no	IV	Flaviviridae	flaviviruses		0	1	<=5	0	captive	2002-2019	2002	2019	Caballero Gomez et al, 2020 a	2020	1	PVL
Eulemur rubriventer	Eulemur	rubriventer		VU	Primates	Lemuridae	Africa	Europe	no	IV	Flaviviridae	flaviviruses		0	4	<=5	0	captive	2002-2019	2002	2019	Caballero Gomez et al, 2020 a	2020	1	PVL
Genetta genetta	Genetta	genetta		LC	Carnivora	Viverridae	"Europe; Africa; Asia"	Europe	yes	IV	Flaviviridae	flaviviruses		0	1	<=5	0	captive	2002-2019	2002	2019	Caballero Gomez et al, 2020 a	2020	1	PVL
Giraffa camelopardalis rothschieldii	Giraffa	camelopardalis	rothschieldii	VU	Cetartiodactyla	Giraffidae	Africa	Europe	no	IV	Flaviviridae	flaviviruses		0	1	<=5	0	captive	2002-2019	2002	2019	Caballero Gomez et al, 2020 a	2020	1	PVL
Gorilla gorilla gorilla	Gorilla	gorilla	gorilla	CR	Primates	Hominidae	Africa	Europe	no	IV	Flaviviridae	flaviviruses		0	5	<=5	0	captive	2002-2019	2002	2019	Caballero Gomez et al, 2020 a	2020	1	PVL
Helarctos malayanus	Helarctos	malayanus		VU	Carnivora	Ursidae	Asia	Europe	no	IV	Flaviviridae	flaviviruses		0	2	<=5	0	captive	2002-2019	2002	2019	Caballero Gomez et al, 2020 a	2020	1	PVL
Helogale parvula undulatus	Helogale	parvula	undulatus	LC	Carnivora	Herpestidae	Africa	Europe	no	IV	Flaviviridae	flaviviruses		0	1	<=5	0	captive	2002-2019	2002	2019	Caballero Gomez et al, 2020 a	2020	1	PVL
Hydrictis maculicollis	Hydrictis	maculicollis		NT	Carnivora	Mustelidae	Africa	Europe	no	IV	Flaviviridae	flaviviruses		0	2	<=5	0	captive	2002-2019	2002	2019	Caballero Gomez et al, 2020 a	2020	1	PVL
Hydrochoerus hydrochaeris	Hydrochoerus	hydrochaeris		LC	Rodentia	Caviidae	South America	Europe	no	IV	Flaviviridae	flaviviruses		0	3	<=5	0	captive	2002-2019	2002	2019	Caballero Gomez et al, 2020 a	2020	1	PVL
Hylobates lar	Hylobates	lar		EN	Primates	Hylobatidae	Asia	Europe	no	IV	Flaviviridae	flaviviruses		0	3	<=5	0	captive	2002-2019	2002	2019	Caballero Gomez et al, 2020 a	2020	1	PVL
Hylobates muelleri	Hylobates	muelleri		EN	Primates	Hylobatidae	Asia	Europe	no	IV	Flaviviridae	flaviviruses		0	1	<=5	0	captive	2002-2019	2002	2019	Caballero Gomez et al, 2020 a	2020	1	PVL
Hystrix africaeaustralis	Hystrix	africaeaustralis		LC	Rodentia	Hystricidae	Africa	Europe	no	IV	Flaviviridae	flaviviruses		0	1	<=5	0	captive	2002-2019	2002	2019	Caballero Gomez et al, 2020 a	2020	1	PVL
Hystrix cristata	Hystrix	cristata		LC	Rodentia	Hystricidae	Africa	Europe	no	IV	Flaviviridae	flaviviruses		0	3	<=5	0	captive	2002-2019	2002	2019	Caballero Gomez et al, 2020 a	2020	1	PVL
Lama glama	Lama	glama		NA	Cetartiodactyla	Camelidae	South America	Europe	no	IV	Flaviviridae	flaviviruses		0	1	<=5	0	domestic	2002-2019	2002	2019	Caballero Gomez et al, 2020 a	2020	1	PVL
Lemur catta	Lemur	catta		EN	Primates	Lemuridae	Africa	Europe	no	IV	Flaviviridae	flaviviruses		0	20	<=50	0	captive	2002-2019	2002	2019	Caballero Gomez et al, 2020 a	2020	1	PVL
Leontopithecus rosalia	Leontopithecus	rosalia		EN	Primates	Callitrichidae	"North America; South America"	Europe	no	IV	Flaviviridae	flaviviruses		0	1	<=5	0	captive	2002-2019	2002	2019	Caballero Gomez et al, 2020 a	2020	1	PVL
Lophocebus aterrimus	Lophocebus	aterrimus		VU	Primates	Cercopithecidae	Africa	Europe	no	IV	Flaviviridae	flaviviruses		0	3	<=5	0	captive	2002-2019	2002	2019	Caballero Gomez et al, 2020 a	2020	1	PVL
Loxodonta africana	Loxodonta	africana		EN	Proboscidea	Elephantidae	Africa	Europe	no	IV	Flaviviridae	flaviviruses		27.3	11	<=50	3	captive	2002-2019	2002	2019	Caballero Gomez et al, 2020 a	2020	1	PVL
Lutra lutra	Lutra	lutra		NT	Carnivora	Mustelidae	Europe	Europe	yes	IV	Flaviviridae	flaviviruses		0	1	<=5	0	captive	2002-2019	2002	2019	Caballero Gomez et al, 2020 a	2020	1	PVL
Macaca fuscata	Macaca	fuscata		LC	Primates	Cercopithecidae	Asia	Europe	no	IV	Flaviviridae	flaviviruses		0	1	<=5	0	captive	2002-2019	2002	2019	Caballero Gomez et al, 2020 a	2020	1	PVL
Macaca sylvanus	Macaca	sylvanus		EN	Primates	Cercopithecidae	Asia	Europe	no	IV	Flaviviridae	flaviviruses		8.3	12	<=50	1	captive	2002-2019	2002	2019	Caballero Gomez et al, 2020 a	2020	1	PVL
Macropus rufogriseus	Macropus	rufogriseus		LC	Diprotodontia	Macropodidae	Oceania	Europe	no	IV	Flaviviridae	flaviviruses		0	4	<=5	0	captive	2002-2019	2002	2019	Caballero Gomez et al, 2020 a	2020	1	PVL
Mandrillus leucophaeus	Mandrillus	leucophaeus		EN	Primates	Cercopithecidae	Africa	Europe	no	IV	Flaviviridae	flaviviruses		0	2	<=5	0	captive	2002-2019	2002	2019	Caballero Gomez et al, 2020 a	2020	1	PVL
Mandrillus sphinx	Mandrillus	sphinx		VU	Primates	Cercopithecidae	Africa	Europe	no	IV	Flaviviridae	flaviviruses		0	7	<=10	0	captive	2002-2019	2002	2019	Caballero Gomez et al, 2020 a	2020	1	PVL
Mephitis mephitis	Mephitis	mephitis		LC	Carnivora	Mephitidae	"North America; South America"	Europe	no	IV	Flaviviridae	flaviviruses		0	1	<=5	0	captive	2002-2019	2002	2019	Caballero Gomez et al, 2020 a	2020	1	PVL
Miopithecus ogouensis	Miopithecus	ogouensis		NT	Primates	Cercopithecidae	Africa	Europe	no	IV	Flaviviridae	flaviviruses		0	16	<=50	0	captive	2002-2019	2002	2019	Caballero Gomez et al, 2020 a	2020	1	PVL
Mungos mungo	Mungos	mungo		LC	Carnivora	Herpestidae	Africa	Europe	no	IV	Flaviviridae	flaviviruses		0	1	<=5	0	captive	2002-2019	2002	2019	Caballero Gomez et al, 2020 a	2020	1	PVL
Mustela lutreola	Mustela	lutreola		CR	Carnivora	Mustelidae	Europe	Europe	yes	IV	Flaviviridae	flaviviruses		0	2	<=5	0	captive	2002-2019	2002	2019	Caballero Gomez et al, 2020 a	2020	1	PVL
Nasua nasua	Nasua	nasua		LC	Carnivora	Procyonidae	"North America; South America"	Europe	no	IV	Flaviviridae	flaviviruses		0	1	<=5	0	captive	2002-2019	2002	2019	Caballero Gomez et al, 2020 a	2020	1	PVL
Nomascus gabriellae	Nomascus	gabriellae		EN	Primates	Hylobatidae	Asia	Europe	no	IV	Flaviviridae	flaviviruses		0	3	<=5	0	captive	2002-2019	2002	2019	Caballero Gomez et al, 2020 a	2020	1	PVL
Nycticebus pygmaeus	Nycticebus	pygmaeus		EN	Primates	Lorisidae	Asia	Europe	no	IV	Flaviviridae	flaviviruses		0	2	<=5	0	captive	2002-2019	2002	2019	Caballero Gomez et al, 2020 a	2020	1	PVL
Pan troglodytes	Pan	troglodytes		EN	Primates	Hominidae	Africa	Europe	no	IV	Flaviviridae	flaviviruses		8.3	25	<=50	2	captive	2002-2019	2002	2019	Caballero Gomez et al, 2020 a	2020	1	PVL
Papio anubis	Papio	anubis		LC	Primates	Cercopithecidae	Africa	Europe	no	IV	Flaviviridae	flaviviruses		0	8	<=10	0	captive	2002-2019	2002	2019	Caballero Gomez et al, 2020 a	2020	1	PVL
Papio cynocephalus	Papio	cynocephalus		LC	Primates	Cercopithecidae	Africa	Europe	no	IV	Flaviviridae	flaviviruses		0	1	<=5	0	captive	2002-2019	2002	2019	Caballero Gomez et al, 2020 a	2020	1	PVL
Papio hamadryas	Papio	hamadryas		LC	Primates	Cercopithecidae	Africa	Europe	no	IV	Flaviviridae	flaviviruses		0	2	<=5	0	captive	2002-2019	2002	2019	Caballero Gomez et al, 2020 a	2020	1	PVL
Pecari tajacu	Pecari	tajacu		LC	Cetartiodactyla	Tayassuidae	"North America; South America"	Europe	no	IV	Flaviviridae	flaviviruses		0	6	<=10	0	captive	2002-2019	2002	2019	Caballero Gomez et al, 2020 a	2020	1	PVL
Pongo pygmaeus	Pongo	pygmaeus		CR	Primates	Hominidae	Asia	Europe	no	IV	Flaviviridae	flaviviruses		0	11	<=50	0	captive	2002-2019	2002	2019	Caballero Gomez et al, 2020 a	2020	1	PVL
Potamochoerus porcus pictus	Potamochoerus	porcus	pictus	LC	Cetartiodactyla	Suidae	Africa	Europe	no	IV	Flaviviridae	flaviviruses		0	3	<=5	0	captive	2002-2019	2002	2019	Caballero Gomez et al, 2020 a	2020	1	PVL
Potos flavus	Potos	flavus		LC	Carnivora	Procyonidae	South America	Europe	no	IV	Flaviviridae	flaviviruses		0	1	<=5	0	captive	2002-2019	2002	2019	Caballero Gomez et al, 2020 a	2020	1	PVL
Procyon lotor	Procyon	lotor		LC	Carnivora	Procyonidae	North America	Europe	no	IV	Flaviviridae	flaviviruses		0	2	<=5	0	captive	2002-2019	2002	2019	Caballero Gomez et al, 2020 a	2020	1	PVL
Saguinus midas	Saguinus	midas		LC	Primates	Callitrichidae	"North America; South America"	Europe	no	IV	Flaviviridae	flaviviruses		0	1	<=5	0	captive	2002-2019	2002	2019	Caballero Gomez et al, 2020 a	2020	1	PVL
Sapajus apella	Sapajus	apella		LC	Primates	Cebidae	South America	Europe	no	IV	Flaviviridae	flaviviruses		0	7	<=10	0	captive	2002-2019	2002	2019	Caballero Gomez et al, 2020 a	2020	1	PVL
Suricata suricatta	Suricata	suricatta		LC	Carnivora	Herpestidae	Africa	Europe	no	IV	Flaviviridae	flaviviruses		0	4	<=5	0	captive	2002-2019	2002	2019	Caballero Gomez et al, 2020 a	2020	1	PVL
Sus scrofa	Sus	scrofa		LC	Cetartiodactyla	Suidae	Europe	Europe	yes	IV	Flaviviridae	flaviviruses		0	3	<=5	0	captive	2002-2019	2002	2019	Caballero Gomez et al, 2020 a	2020	1	PVL
Tapirus indicus	Tapirus	indicus		EN	Perissodactyla	Tapiridae	Asia	Europe	no	IV	Flaviviridae	flaviviruses		14.3	7	<=10	1	captive	2002-2019	2002	2019	Caballero Gomez et al, 2020 a	2020	1	PVL
Ursus arctos	Ursus	arctos		LC	Carnivora	Ursidae	North America	Europe	no	IV	Flaviviridae	flaviviruses		0	4	<=5	0	captive	2002-2019	2002	2019	Caballero Gomez et al, 2020 a	2020	1	PVL
Ursus thibetanus	Ursus	thibetanus		VU	Carnivora	Ursidae	Asia	Europe	no	IV	Flaviviridae	flaviviruses		0	1	<=5	0	captive	2002-2019	2002	2019	Caballero Gomez et al, 2020 a	2020	1	PVL
Varecia rubra	Varecia	rubra		CR	Primates	Lemuridae	Africa	Europe	no	IV	Flaviviridae	flaviviruses		0	2	<=5	0	captive	2002-2019	2002	2019	Caballero Gomez et al, 2020 a	2020	1	PVL
Varecia variegata	Varecia	variegata		CR	Primates	Lemuridae	Africa	Europe	no	IV	Flaviviridae	flaviviruses		0	7	<=10	0	captive	2002-2019	2002	2019	Caballero Gomez et al, 2020 a	2020	1	PVL
Aepyceros melampus	Aepyceros	melampus		LC	Cetartiodactyla	Bovidae	Africa	Europe	no	IV	Flaviviridae	flaviviruses		0	9	<=10	0	captive	2002-2019	2002	2019	Caballero Gomez et al, 2020 a	2020	1	PVL
Alces alces	Alces	alces		LC	Cetartiodactyla	Cervidae	"Europe; Asia; North America"	Europe	yes	IV	Flaviviridae	flaviviruses		0	1	<=5	0	captive	2002-2019	2002	2019	Caballero Gomez et al, 2020 a	2020	1	PVL
Ammotragus lervia	Ammotragus	lervia		VU	Cetartiodactyla	Bovidae	Africa	Europe	no	IV	Flaviviridae	flaviviruses		0	17	<=50	0	captive	2002-2019	2002	2019	Caballero Gomez et al, 2020 a	2020	1	PVL
Bison bonasus	Bison	bonasus		NT	Cetartiodactyla	Bovidae	Europe	Europe	yes	IV	Flaviviridae	flaviviruses		0	2	<=5	0	captive	2002-2019	2002	2019	Caballero Gomez et al, 2020 a	2020	1	PVL
Bos javanicus	Bos	javanicus		EN	Cetartiodactyla	Bovidae	Asia	Europe	no	IV	Flaviviridae	flaviviruses		0	2	<=5	0	captive	2002-2019	2002	2019	Caballero Gomez et al, 2020 a	2020	1	PVL
Bos mutus	Bos	mutus		VU	Cetartiodactyla	Bovidae	Asia	Europe	no	IV	Flaviviridae	flaviviruses		0	1	<=5	0	captive	2002-2019	2002	2019	Caballero Gomez et al, 2020 a	2020	1	PVL
Bos taurus	Bos	taurus		NA	Cetartiodactyla	Bovidae	"Africa; Europe; Asia"	Europe	yes	IV	Flaviviridae	flaviviruses		0	3	<=5	0	domestic	2002-2019	2002	2019	Caballero Gomez et al, 2020 a	2020	1	PVL
Boselaphus tragocamelus	Boselaphus	tragocamelus		LC	Cetartiodactyla	Bovidae	Asia	Europe	no	IV	Flaviviridae	flaviviruses		0	1	<=5	0	captive	2002-2019	2002	2019	Caballero Gomez et al, 2020 a	2020	1	PVL
Budorcas taxicolor	Budorcas	taxicolor		VU	Cetartiodactyla	Bovidae	Asia	Europe	no	IV	Flaviviridae	flaviviruses		0	1	<=5	0	captive	2002-2019	2002	2019	Caballero Gomez et al, 2020 a	2020	1	PVL
Budorcas taxicolor	Budorcas	taxicolor		VU	Cetartiodactyla	Bovidae	Asia	Europe	no	IV	Flaviviridae	flaviviruses		0	1	<=5	0	captive	2002-2019	2002	2019	Caballero Gomez et al, 2020 a	2020	1	PVL
Capra aegagrus hircus	Capra	aegagrus	hircus	NT	Cetartiodactyla	Bovidae	Asia	Europe	no	IV	Flaviviridae	flaviviruses		0	4	<=5	0	captive	2002-2019	2002	2019	Caballero Gomez et al, 2020 a	2020	1	PVL
Capra pyrenaica	Capra	pyrenaica		LC	Cetartiodactyla	Bovidae	Europe	Europe	yes	IV	Flaviviridae	flaviviruses		0	10	<=10	0	captive	2002-2019	2002	2019	Caballero Gomez et al, 2020 a	2020	1	PVL
Cephalophus natalensis	Cephalophus	natalensis		LC	Cetartiodactyla	Bovidae	"North America; South America"	Europe	no	IV	Flaviviridae	flaviviruses		0	1	<=5	0	captive	2002-2019	2002	2019	Caballero Gomez et al, 2020 a	2020	1	PVL
Cervus elaphus hispanicus	Cervus	elaphus	hispanicus	LC	Cetartiodactyla	Cervidae	Europe	Europe	yes	IV	Flaviviridae	flaviviruses		0	13	<=50	0	captive	2002-2019	2002	2019	Caballero Gomez et al, 2020 a	2020	1	PVL
Connochaetes gnou	Connochaetes	gnou		LC	Cetartiodactyla	Bovidae	Africa	Europe	no	IV	Flaviviridae	flaviviruses		0	5	<=5	0	captive	2002-2019	2002	2019	Caballero Gomez et al, 2020 a	2020	1	PVL
Dama dama	Dama	dama		LC	Cetartiodactyla	Cervidae	Europe	Europe	yes	IV	Flaviviridae	flaviviruses		0	2	<=5	0	captive	2002-2019	2002	2019	Caballero Gomez et al, 2020 a	2020	1	PVL
Damaliscus pygargus	Damaliscus	pygargus		LC	Cetartiodactyla	Bovidae	Africa	Europe	no	IV	Flaviviridae	flaviviruses		0	7	<=10	0	captive	2002-2019	2002	2019	Caballero Gomez et al, 2020 a	2020	1	PVL
Eudorcas thomsonii	Eudorcas	thomsonii		LC	Cetartiodactyla	Bovidae	Africa	Europe	no	IV	Flaviviridae	flaviviruses		38.5	13	<=50	5	captive	2002-2019	2002	2019	Caballero Gomez et al, 2020 a	2020	1	PVL
Gazella dorcas	Gazella	dorcas		VU	Cetartiodactyla	Bovidae	"Africa; Asia"	Europe	no	IV	Flaviviridae	flaviviruses		0	3	<=5	0	captive	2002-2019	2002	2019	Caballero Gomez et al, 2020 a	2020	1	PVL
Leptailurus serval	Leptailurus	serval		LC	Carnivora	Felidae	Africa	Europe	no	IV	Flaviviridae	flaviviruses		0	3	<=5	0	captive	2002-2019	2002	2019	Caballero Gomez et al, 2020 a	2020	1	PVL
Lynx lynx	Lynx	lynx		LC	Carnivora	Felidae	"Europe; Asia"	Europe	yes	IV	Flaviviridae	flaviviruses		0	16	<=50	0	captive	2002-2019	2002	2019	Caballero Gomez et al, 2020 a	2020	1	PVL
Muntiacus reevesi	Muntiacus	reevesi		LC	Cetartiodactyla	Cervidae	Asia	Europe	no	IV	Flaviviridae	flaviviruses		0	2	<=5	0	captive	2002-2019	2002	2019	Caballero Gomez et al, 2020 a	2020	1	PVL
Nanger dama	Nanger	dama		CR	Cetartiodactyla	Bovidae	Africa	Europe	no	IV	Flaviviridae	flaviviruses		0	3	<=5	0	captive	2002-2019	2002	2019	Caballero Gomez et al, 2020 a	2020	1	PVL
